Tanggal,Hari,Bulan,Tahun,Rayon,Weekend,Libur_Nasional,Jumlah Jukir,Total_Pendapatan
2024-02-15,Kamis,2,2024,2,0,0,82,1820000
2024-02-15,Kamis,2,2024,3,0,0,66,1866000
2024-02-15,Kamis,2,2024,4,0,0,122,1609000
2024-02-15,Kamis,2,2024,5,0,0,70,2006000
2024-02-16,Jumat,2,2024,1,0,0,80,1036000
2024-02-16,Jumat,2,2024,2,0,0,82,1880000
2024-02-16,Jumat,2,2024,3,0,0,66,1946000
2024-02-16,Jumat,2,2024,4,0,0,122,1628000
2024-02-16,Jumat,2,2024,5,0,0,70,2035000
2024-02-17,Sabtu,2,2024,1,1,0,80,780000
2024-02-17,Sabtu,2,2024,2,1,0,82,1779000
2024-02-17,Sabtu,2,2024,3,1,0,66,1797000
2024-02-17,Sabtu,2,2024,4,1,0,122,1249000
2024-02-17,Sabtu,2,2024,5,1,0,70,1979000
2024-02-18,Minggu,2,2024,1,1,0,80,120000
2024-02-18,Minggu,2,2024,2,1,0,82,629000
2024-02-18,Minggu,2,2024,3,1,0,66,204000
2024-02-18,Minggu,2,2024,4,1,0,122,771000
2024-02-18,Minggu,2,2024,5,1,0,70,176000
2024-02-19,Senin,2,2024,1,0,0,80,1160000
2024-02-19,Senin,2,2024,2,0,0,82,1925000
2024-02-19,Senin,2,2024,3,0,0,66,1907000
2024-02-19,Senin,2,2024,4,0,0,122,1765000
2024-02-19,Senin,2,2024,5,0,0,70,2037000
2024-02-20,Selasa,2,2024,1,0,0,80,1080000
2024-02-20,Selasa,2,2024,2,0,0,82,1905000
2024-02-20,Selasa,2,2024,3,0,0,66,1964000
2024-02-20,Selasa,2,2024,4,0,0,122,1803000
2024-02-20,Selasa,2,2024,5,0,0,70,2021000
2024-02-21,Rabu,2,2024,1,0,0,80,1090000
2024-02-21,Rabu,2,2024,2,0,0,82,1700000
2024-02-21,Rabu,2,2024,3,0,0,66,1841000
2024-02-21,Rabu,2,2024,4,0,0,122,1621000
2024-02-21,Rabu,2,2024,5,0,0,70,2035000
2024-02-22,Kamis,2,2024,1,0,0,80,1006000
2024-02-22,Kamis,2,2024,2,0,0,82,1885000
2024-02-22,Kamis,2,2024,3,0,0,66,1935000
2024-02-22,Kamis,2,2024,4,0,0,122,1781000
2024-02-22,Kamis,2,2024,5,0,0,70,2011000
2024-02-23,Jumat,2,2024,1,0,0,80,1050000
2024-02-23,Jumat,2,2024,2,0,0,82,1876000
2024-02-23,Jumat,2,2024,3,0,0,66,1882000
2024-02-23,Jumat,2,2024,4,0,0,122,1614000
2024-02-23,Jumat,2,2024,5,0,0,70,2028000
2024-02-24,Sabtu,2,2024,1,1,0,80,865000
2024-02-24,Sabtu,2,2024,2,1,0,82,1769000
2024-02-24,Sabtu,2,2024,3,1,0,66,1924000
2024-02-24,Sabtu,2,2024,4,1,0,122,1465000
2024-02-24,Sabtu,2,2024,5,1,0,70,1989000
2024-02-25,Minggu,2,2024,1,1,0,80,150000
2024-02-25,Minggu,2,2024,2,1,0,82,636000
2024-02-25,Minggu,2,2024,3,1,0,66,150000
2024-02-25,Minggu,2,2024,4,1,0,122,713000
2024-02-25,Minggu,2,2024,5,1,0,70,172000
2024-02-26,Senin,2,2024,1,0,0,80,1083000
2024-02-26,Senin,2,2024,2,0,0,82,1881000
2024-02-26,Senin,2,2024,3,0,0,66,1888000
2024-02-26,Senin,2,2024,4,0,0,122,1787000
2024-02-26,Senin,2,2024,5,0,0,70,2014000
2024-02-27,Selasa,2,2024,1,0,0,80,1034000
2024-02-27,Selasa,2,2024,2,0,0,82,1797000
2024-02-27,Selasa,2,2024,3,0,0,66,1938000
2024-02-27,Selasa,2,2024,4,0,0,122,1645000
2024-02-27,Selasa,2,2024,5,0,0,70,1990000
2024-02-28,Rabu,2,2024,1,0,0,80,1092000
2024-02-28,Rabu,2,2024,2,0,0,82,1875000
2024-02-28,Rabu,2,2024,3,0,0,66,1891000
2024-02-28,Rabu,2,2024,4,0,0,122,1782000
2024-02-28,Rabu,2,2024,5,0,0,70,2008000
2024-02-29,Kamis,2,2024,1,0,0,80,1110000
2024-02-29,Kamis,2,2024,2,0,0,82,1909000
2024-02-29,Kamis,2,2024,3,0,0,66,1963000
2024-02-29,Kamis,2,2024,4,0,0,122,1730000
2024-02-29,Kamis,2,2024,5,0,0,70,1967000
2024-03-01,Jumat,3,2024,1,0,0,80,1114000
2024-03-01,Jumat,3,2024,2,0,0,82,1832000
2024-03-01,Jumat,3,2024,3,0,0,66,1794000
2024-03-01,Jumat,3,2024,4,0,0,122,1595000
2024-03-01,Jumat,3,2024,5,0,0,70,1981000
2024-03-02,Sabtu,3,2024,1,1,0,80,804000
2024-03-02,Sabtu,3,2024,2,1,0,82,1752000
2024-03-02,Sabtu,3,2024,3,1,0,66,1939000
2024-03-02,Sabtu,3,2024,4,1,0,122,1495000
2024-03-02,Sabtu,3,2024,5,1,0,70,1994000
2024-03-03,Minggu,3,2024,1,1,0,80,150000
2024-03-03,Minggu,3,2024,2,1,0,82,650000
2024-03-03,Minggu,3,2024,3,1,0,66,204000
2024-03-03,Minggu,3,2024,4,1,0,122,820000
2024-03-03,Minggu,3,2024,5,1,0,70,171000
2024-03-04,Senin,3,2024,1,0,0,80,1080000
2024-03-04,Senin,3,2024,2,0,0,82,1840000
2024-03-04,Senin,3,2024,3,0,0,66,1888000
2024-03-04,Senin,3,2024,4,0,0,122,1786000
2024-03-04,Senin,3,2024,5,0,0,70,2023000
2024-03-05,Selasa,3,2024,1,0,0,80,1072000
2024-03-05,Selasa,3,2024,2,0,0,82,1836000
2024-03-05,Selasa,3,2024,3,0,0,66,1939000
2024-03-05,Selasa,3,2024,4,0,0,122,1780000
2024-03-05,Selasa,3,2024,5,0,0,70,2003000
2024-03-06,Rabu,3,2024,1,0,0,80,1080000
2024-03-06,Rabu,3,2024,2,0,0,82,1827000
2024-03-06,Rabu,3,2024,3,0,0,66,1897000
2024-03-06,Rabu,3,2024,4,0,0,122,1794000
2024-03-06,Rabu,3,2024,5,0,0,70,2033000
2024-03-07,Kamis,3,2024,1,0,0,80,1135000
2024-03-07,Kamis,3,2024,2,0,0,82,1855000
2024-03-07,Kamis,3,2024,3,0,0,66,1949000
2024-03-07,Kamis,3,2024,4,0,0,122,1807000
2024-03-07,Kamis,3,2024,5,0,0,70,2031000
2024-03-08,Jumat,3,2024,1,0,0,80,945000
2024-03-08,Jumat,3,2024,2,0,0,82,1852000
2024-03-08,Jumat,3,2024,3,0,0,66,1907000
2024-03-08,Jumat,3,2024,4,0,0,122,1601000
2024-03-08,Jumat,3,2024,5,0,0,70,2000000
2024-03-09,Sabtu,3,2024,1,1,0,80,707000
2024-03-09,Sabtu,3,2024,2,1,0,82,1655000
2024-03-09,Sabtu,3,2024,3,1,0,66,1919000
2024-03-09,Sabtu,3,2024,4,1,0,122,1486000
2024-03-09,Sabtu,3,2024,5,1,0,70,1985000
2024-03-10,Minggu,3,2024,1,1,0,80,200000
2024-03-10,Minggu,3,2024,2,1,0,82,639000
2024-03-10,Minggu,3,2024,3,1,0,66,150000
2024-03-10,Minggu,3,2024,4,1,0,122,790000
2024-03-10,Minggu,3,2024,5,1,0,70,187000
2024-03-11,Senin,3,2024,1,0,0,80,448000
2024-03-11,Senin,3,2024,2,0,0,82,1162000
2024-03-11,Senin,3,2024,3,0,0,66,1465000
2024-03-11,Senin,3,2024,4,0,0,122,504000
2024-03-11,Senin,3,2024,5,0,0,70,1325000
2024-03-12,Selasa,3,2024,1,0,0,80,184000
2024-03-12,Selasa,3,2024,2,0,0,82,1155000
2024-03-12,Selasa,3,2024,3,0,0,66,1634000
2024-03-12,Selasa,3,2024,4,0,0,122,742000
2024-03-12,Selasa,3,2024,5,0,0,70,1476000
2024-03-13,Rabu,3,2024,1,0,0,80,746000
2024-03-13,Rabu,3,2024,2,0,0,82,1460000
2024-03-13,Rabu,3,2024,3,0,0,66,1813000
2024-03-13,Rabu,3,2024,4,0,0,122,1113000
2024-03-13,Rabu,3,2024,5,0,0,70,1911000
2024-03-14,Kamis,3,2024,1,0,0,80,624000
2024-03-14,Kamis,3,2024,2,0,0,82,1507000
2024-03-14,Kamis,3,2024,3,0,0,66,1841000
2024-03-14,Kamis,3,2024,4,0,0,122,1417000
2024-03-14,Kamis,3,2024,5,0,0,70,1688000
2024-03-15,Jumat,3,2024,1,0,0,80,619000
2024-03-15,Jumat,3,2024,2,0,0,82,1718000
2024-03-15,Jumat,3,2024,3,0,0,66,1729000
2024-03-15,Jumat,3,2024,4,0,0,122,1571000
2024-03-15,Jumat,3,2024,5,0,0,70,1917000
2024-03-16,Sabtu,3,2024,1,1,0,80,762000
2024-03-16,Sabtu,3,2024,2,1,0,82,1696000
2024-03-16,Sabtu,3,2024,3,1,0,66,1918000
2024-03-16,Sabtu,3,2024,4,1,0,122,1328000
2024-03-16,Sabtu,3,2024,5,1,0,70,1917000
2024-03-17,Minggu,3,2024,1,1,0,80,200000
2024-03-17,Minggu,3,2024,2,1,0,82,646000
2024-03-17,Minggu,3,2024,3,1,0,66,204000
2024-03-17,Minggu,3,2024,4,1,0,122,820000
2024-03-17,Minggu,3,2024,5,1,0,70,140000
2024-03-18,Senin,3,2024,1,0,0,80,900000
2024-03-18,Senin,3,2024,2,0,0,82,1778000
2024-03-18,Senin,3,2024,3,0,0,66,1804000
2024-03-18,Senin,3,2024,4,0,0,122,1582000
2024-03-18,Senin,3,2024,5,0,0,70,1971000
2024-03-19,Selasa,3,2024,1,0,0,80,930000
2024-03-19,Selasa,3,2024,2,0,0,82,1787000
2024-03-19,Selasa,3,2024,3,0,0,66,1882000
2024-03-19,Selasa,3,2024,4,0,0,122,1686000
2024-03-19,Selasa,3,2024,5,0,0,70,1925000
2024-03-20,Rabu,3,2024,1,0,0,80,910000
2024-03-20,Rabu,3,2024,2,0,0,82,1830000
2024-03-20,Rabu,3,2024,3,0,0,66,1793000
2024-03-20,Rabu,3,2024,4,0,0,122,1686000
2024-03-20,Rabu,3,2024,5,0,0,70,1949000
2024-03-21,Kamis,3,2024,1,0,0,80,900000
2024-03-21,Kamis,3,2024,2,0,0,82,1860000
2024-03-21,Kamis,3,2024,3,0,0,66,1926000
2024-03-21,Kamis,3,2024,4,0,0,122,1608000
2024-03-21,Kamis,3,2024,5,0,0,70,1912000
2024-03-22,Jumat,3,2024,1,0,0,80,889000
2024-03-22,Jumat,3,2024,2,0,0,82,1860000
2024-03-22,Jumat,3,2024,3,0,0,66,1936000
2024-03-22,Jumat,3,2024,4,0,0,122,1583000
2024-03-22,Jumat,3,2024,5,0,0,70,1926000
2024-03-23,Sabtu,3,2024,1,1,0,80,800000
2024-03-23,Sabtu,3,2024,2,1,0,82,1787000
2024-03-23,Sabtu,3,2024,3,1,0,66,1755000
2024-03-23,Sabtu,3,2024,4,1,0,122,1325000
2024-03-23,Sabtu,3,2024,5,1,0,70,1895000
2024-03-24,Minggu,3,2024,1,1,0,80,170000
2024-03-24,Minggu,3,2024,2,1,0,82,636000
2024-03-24,Minggu,3,2024,3,1,0,66,140000
2024-03-24,Minggu,3,2024,4,1,0,122,770000
2024-03-24,Minggu,3,2024,5,1,0,70,163000
2024-03-25,Senin,3,2024,1,0,0,80,941000
2024-03-25,Senin,3,2024,2,0,0,82,1858000
2024-03-25,Senin,3,2024,3,0,0,66,1826000
2024-03-25,Senin,3,2024,4,0,0,122,1678000
2024-03-25,Senin,3,2024,5,0,0,70,1991000
2024-03-26,Selasa,3,2024,1,0,0,80,955000
2024-03-26,Selasa,3,2024,2,0,0,82,1844000
2024-03-26,Selasa,3,2024,3,0,0,66,1931000
2024-03-26,Selasa,3,2024,4,0,0,122,1686000
2024-03-26,Selasa,3,2024,5,0,0,70,1978000
2024-03-27,Rabu,3,2024,1,0,0,80,944000
2024-03-27,Rabu,3,2024,2,0,0,82,1881000
2024-03-27,Rabu,3,2024,3,0,0,66,1852000
2024-03-27,Rabu,3,2024,4,0,0,122,1703000
2024-03-27,Rabu,3,2024,5,0,0,70,2006000
2024-03-28,Kamis,3,2024,1,0,0,80,973000
2024-03-28,Kamis,3,2024,2,0,0,82,1900000
2024-03-28,Kamis,3,2024,3,0,0,66,1958000
2024-03-28,Kamis,3,2024,4,0,0,122,1704000
2024-03-28,Kamis,3,2024,5,0,0,70,2012000
2024-03-29,Jumat,3,2024,1,0,0,80,660000
2024-03-29,Jumat,3,2024,2,0,0,82,1239000
2024-03-29,Jumat,3,2024,3,0,0,66,1516000
2024-03-29,Jumat,3,2024,4,0,0,122,843000
2024-03-29,Jumat,3,2024,5,0,0,70,1294000
2024-03-30,Sabtu,3,2024,1,1,0,80,890000
2024-03-30,Sabtu,3,2024,2,1,0,82,1887000
2024-03-30,Sabtu,3,2024,3,1,0,66,1927000
2024-03-30,Sabtu,3,2024,4,1,0,122,1394000
2024-03-30,Sabtu,3,2024,5,1,0,70,1978000
2024-03-31,Minggu,3,2024,1,1,0,80,200000
2024-03-31,Minggu,3,2024,2,1,0,82,667000
2024-03-31,Minggu,3,2024,3,1,0,66,204000
2024-03-31,Minggu,3,2024,4,1,0,122,828000
2024-03-31,Minggu,3,2024,5,1,0,70,170000
2024-04-01,Senin,4,2024,1,0,0,80,1003000
2024-04-01,Senin,4,2024,2,0,0,82,1875000
2024-04-01,Senin,4,2024,3,0,0,66,1809000
2024-04-01,Senin,4,2024,4,0,0,122,1699000
2024-04-01,Senin,4,2024,5,0,0,70,2002000
2024-04-02,Selasa,4,2024,1,0,0,80,995000
2024-04-02,Selasa,4,2024,2,0,0,82,1810000
2024-04-02,Selasa,4,2024,3,0,0,66,1925000
2024-04-02,Selasa,4,2024,4,0,0,122,1673000
2024-04-02,Selasa,4,2024,5,0,0,70,1981000
2024-04-04,Kamis,4,2024,1,0,0,80,1010000
2024-04-04,Kamis,4,2024,2,0,0,82,1874000
2024-04-04,Kamis,4,2024,3,0,0,66,1938000
2024-04-04,Kamis,4,2024,4,0,0,122,1680000
2024-04-04,Kamis,4,2024,5,0,0,70,1975000
2024-04-05,Jumat,4,2024,1,0,0,80,885000
2024-04-05,Jumat,4,2024,2,0,0,82,1877000
2024-04-05,Jumat,4,2024,3,0,0,66,1873000
2024-04-05,Jumat,4,2024,4,0,0,122,1680000
2024-04-05,Jumat,4,2024,5,0,0,70,1947000
2024-04-06,Sabtu,4,2024,1,1,0,80,847000
2024-04-06,Sabtu,4,2024,2,1,0,82,1802000
2024-04-06,Sabtu,4,2024,3,1,0,66,1902000
2024-04-06,Sabtu,4,2024,4,1,0,122,1161000
2024-04-06,Sabtu,4,2024,5,1,0,70,1936000
2024-04-07,Minggu,4,2024,1,1,0,80,180000
2024-04-07,Minggu,4,2024,2,1,0,82,657000
2024-04-07,Minggu,4,2024,3,1,0,66,150000
2024-04-07,Minggu,4,2024,4,1,0,122,722000
2024-04-07,Minggu,4,2024,5,1,0,70,172000
2024-04-08,Senin,4,2024,1,0,0,80,300000
2024-04-08,Senin,4,2024,2,0,0,82,1699000
2024-04-08,Senin,4,2024,3,0,0,66,1782000
2024-04-08,Senin,4,2024,4,0,0,122,523000
2024-04-08,Senin,4,2024,5,0,0,70,1449000
2024-04-09,Selasa,4,2024,1,0,0,80,215000
2024-04-09,Selasa,4,2024,2,0,0,82,975000
2024-04-09,Selasa,4,2024,3,0,0,66,1571000
2024-04-09,Selasa,4,2024,4,0,0,122,437000
2024-04-09,Selasa,4,2024,5,0,0,70,305000
2024-04-12,Jumat,4,2024,1,0,0,80,483000
2024-04-12,Jumat,4,2024,2,0,0,82,890000
2024-04-12,Jumat,4,2024,3,0,0,66,1516000
2024-04-12,Jumat,4,2024,4,0,0,122,479000
2024-04-12,Jumat,4,2024,5,0,0,70,365000
2024-04-13,Sabtu,4,2024,1,1,0,80,500000
2024-04-13,Sabtu,4,2024,2,1,0,82,1024000
2024-04-13,Sabtu,4,2024,3,1,0,66,1636000
2024-04-13,Sabtu,4,2024,4,1,0,122,689000
2024-04-13,Sabtu,4,2024,5,1,0,70,388000
2024-04-14,Minggu,4,2024,1,1,0,80,185000
2024-04-14,Minggu,4,2024,2,1,0,82,574000
2024-04-14,Minggu,4,2024,3,1,0,66,204000
2024-04-14,Minggu,4,2024,4,1,0,122,653000
2024-04-14,Minggu,4,2024,5,1,0,70,135000
2024-04-15,Senin,4,2024,1,0,0,80,805000
2024-04-15,Senin,4,2024,2,0,0,82,1796000
2024-04-15,Senin,4,2024,3,0,0,66,1897000
2024-04-15,Senin,4,2024,4,0,0,122,980000
2024-04-15,Senin,4,2024,5,0,0,70,1355000
2024-04-16,Selasa,4,2024,1,0,0,80,955000
2024-04-16,Selasa,4,2024,2,0,0,82,1793000
2024-04-16,Selasa,4,2024,3,0,0,66,2047000
2024-04-16,Selasa,4,2024,4,0,0,122,1737000
2024-04-16,Selasa,4,2024,5,0,0,70,2083000
2024-04-17,Rabu,4,2024,1,0,0,80,958000
2024-04-17,Rabu,4,2024,2,0,0,82,1822000
2024-04-17,Rabu,4,2024,3,0,0,66,1954000
2024-04-17,Rabu,4,2024,4,0,0,122,1785000
2024-04-17,Rabu,4,2024,5,0,0,70,2116000
2024-04-18,Kamis,4,2024,1,0,0,80,1015000
2024-04-18,Kamis,4,2024,2,0,0,82,1857000
2024-04-18,Kamis,4,2024,3,0,0,66,1999000
2024-04-18,Kamis,4,2024,4,0,0,122,1776000
2024-04-18,Kamis,4,2024,5,0,0,70,2083000
2024-04-19,Jumat,4,2024,1,0,0,80,1003000
2024-04-19,Jumat,4,2024,2,0,0,82,1930000
2024-04-19,Jumat,4,2024,3,0,0,66,1953000
2024-04-19,Jumat,4,2024,4,0,0,122,1787000
2024-04-19,Jumat,4,2024,5,0,0,70,2152000
2024-04-20,Sabtu,4,2024,1,1,0,80,869000
2024-04-20,Sabtu,4,2024,2,1,0,82,1869000
2024-04-20,Sabtu,4,2024,3,1,0,66,2008000
2024-04-20,Sabtu,4,2024,4,1,0,122,1560000
2024-04-20,Sabtu,4,2024,5,1,0,70,2085000
2024-04-21,Minggu,4,2024,1,1,0,80,191000
2024-04-21,Minggu,4,2024,2,1,0,82,700000
2024-04-21,Minggu,4,2024,3,1,0,66,130000
2024-04-21,Minggu,4,2024,4,1,0,122,706000
2024-04-21,Minggu,4,2024,5,1,0,70,177000
2024-04-22,Senin,4,2024,1,0,0,80,1064000
2024-04-22,Senin,4,2024,2,0,0,82,1906000
2024-04-22,Senin,4,2024,3,0,0,66,1986000
2024-04-22,Senin,4,2024,4,0,0,122,1760000
2024-04-22,Senin,4,2024,5,0,0,70,2156000
2024-04-23,Selasa,4,2024,1,0,0,80,1075000
2024-04-23,Selasa,4,2024,2,0,0,82,1898000
2024-04-23,Selasa,4,2024,3,0,0,66,2051000
2024-04-23,Selasa,4,2024,4,0,0,122,1774000
2024-04-23,Selasa,4,2024,5,0,0,70,2107000
2024-04-24,Rabu,4,2024,1,0,0,80,1143000
2024-04-24,Rabu,4,2024,2,0,0,82,1935000
2024-04-24,Rabu,4,2024,3,0,0,66,2007000
2024-04-24,Rabu,4,2024,4,0,0,122,1689000
2024-04-24,Rabu,4,2024,5,0,0,70,2143000
2024-05-01,Rabu,5,2024,1,0,0,80,707000
2024-05-01,Rabu,5,2024,2,0,0,82,1241000
2024-05-01,Rabu,5,2024,3,0,0,66,1764000
2024-05-01,Rabu,5,2024,4,0,0,122,776000
2024-05-01,Rabu,5,2024,5,0,0,70,1354000
2024-05-02,Kamis,5,2024,1,0,0,80,1126000
2024-05-02,Kamis,5,2024,2,0,0,82,1929000
2024-05-02,Kamis,5,2024,3,0,0,66,2100000
2024-05-02,Kamis,5,2024,4,0,0,122,1796000
2024-05-02,Kamis,5,2024,5,0,0,70,2123000
2024-05-03,Jumat,5,2024,1,0,0,80,1161000
2024-05-03,Jumat,5,2024,2,0,0,82,1905000
2024-05-03,Jumat,5,2024,3,0,0,66,2084000
2024-05-03,Jumat,5,2024,4,0,0,122,1786000
2024-05-03,Jumat,5,2024,5,0,0,70,2157000
2024-05-04,Sabru,5,2024,1,0,0,80,876000
2024-05-04,Sabru,5,2024,2,0,0,82,1913000
2024-05-04,Sabru,5,2024,3,0,0,66,2071000
2024-05-04,Sabru,5,2024,4,0,0,122,1506000
2024-05-04,Sabru,5,2024,5,0,0,70,2139000
2024-05-05,Minggu,5,2024,1,1,0,80,204000
2024-05-05,Minggu,5,2024,2,1,0,82,720000
2024-05-05,Minggu,5,2024,3,1,0,66,214000
2024-05-05,Minggu,5,2024,4,1,0,122,833000
2024-05-05,Minggu,5,2024,5,1,0,70,173000
2024-05-06,Senin,5,2024,1,0,0,80,1179000
2024-05-06,Senin,5,2024,2,0,0,82,1945000
2024-05-06,Senin,5,2024,3,0,0,66,2058000
2024-05-06,Senin,5,2024,4,0,0,122,1784000
2024-05-06,Senin,5,2024,5,0,0,70,2142000
2024-05-07,Selasa,5,2024,1,0,0,80,1227000
2024-05-07,Selasa,5,2024,2,0,0,82,1802000
2024-05-07,Selasa,5,2024,3,0,0,66,2107000
2024-05-07,Selasa,5,2024,4,0,0,122,1821000
2024-05-07,Selasa,5,2024,5,0,0,70,2181000
2024-05-08,Rabu,5,2024,1,0,0,80,1104000
2024-05-08,Rabu,5,2024,2,0,0,82,1831000
2024-05-08,Rabu,5,2024,3,0,0,66,2112000
2024-05-08,Rabu,5,2024,4,0,0,122,1817000
2024-05-08,Rabu,5,2024,5,0,0,70,2184000
2024-05-09,Kamis,5,2024,1,0,0,80,570000
2024-05-09,Kamis,5,2024,2,0,0,82,1265000
2024-05-09,Kamis,5,2024,3,0,0,66,1859000
2024-05-09,Kamis,5,2024,4,0,0,122,1148000
2024-05-09,Kamis,5,2024,5,0,0,70,968000
2024-05-10,Jumat,5,2024,1,0,0,80,872000
2024-05-10,Jumat,5,2024,2,0,0,82,1938000
2024-05-10,Jumat,5,2024,3,0,0,66,2029000
2024-05-10,Jumat,5,2024,4,0,0,122,1383000
2024-05-10,Jumat,5,2024,5,0,0,70,2067000
2024-05-11,Sabru,5,2024,1,0,0,80,810000
2024-05-11,Sabru,5,2024,2,0,0,82,1906000
2024-05-11,Sabru,5,2024,3,0,0,66,2054000
2024-05-11,Sabru,5,2024,4,0,0,122,1466000
2024-05-11,Sabru,5,2024,5,0,0,70,2060000
2024-05-12,Minggu,5,2024,1,1,0,80,200000
2024-05-12,Minggu,5,2024,2,1,0,82,735000
2024-05-12,Minggu,5,2024,3,1,0,66,214000
2024-05-12,Minggu,5,2024,4,1,0,122,865000
2024-05-12,Minggu,5,2024,5,1,0,70,173000
2024-05-13,Senin,5,2024,1,0,0,80,1188000
2024-05-13,Senin,5,2024,2,0,0,82,1942000
2024-05-13,Senin,5,2024,3,0,0,66,2120000
2024-05-13,Senin,5,2024,4,0,0,122,1785000
2024-05-13,Senin,5,2024,5,0,0,70,2148000
2024-05-14,Selasa,5,2024,1,0,0,80,1207000
2024-05-14,Selasa,5,2024,2,0,0,82,1935000
2024-05-14,Selasa,5,2024,3,0,0,66,2102000
2024-05-14,Selasa,5,2024,4,0,0,122,1807000
2024-05-14,Selasa,5,2024,5,0,0,70,2142000
2024-05-15,Rabu,5,2024,1,0,0,80,1209000
2024-05-15,Rabu,5,2024,2,0,0,82,1950000
2024-05-15,Rabu,5,2024,3,0,0,66,2000000
2024-05-15,Rabu,5,2024,4,0,0,122,1822000
2024-05-15,Rabu,5,2024,5,0,0,70,2180000
2024-05-16,Kamis,5,2024,1,0,0,80,1202000
2024-05-16,Kamis,5,2024,2,0,0,82,1933000
2024-05-16,Kamis,5,2024,3,0,0,66,2057000
2024-05-16,Kamis,5,2024,4,0,0,122,1871000
2024-05-16,Kamis,5,2024,5,0,0,70,2100000
2024-05-17,Jumat,5,2024,1,0,0,80,1170000
2024-05-17,Jumat,5,2024,2,0,0,82,1954000
2024-05-17,Jumat,5,2024,3,0,0,66,2082000
2024-05-17,Jumat,5,2024,4,0,0,122,1781000
2024-05-17,Jumat,5,2024,5,0,0,70,2153000
2024-05-18,Sabtu,5,2024,1,1,0,80,870000
2024-05-18,Sabtu,5,2024,2,1,0,82,1921000
2024-05-18,Sabtu,5,2024,3,1,0,66,1933000
2024-05-18,Sabtu,5,2024,4,1,0,122,1508000
2024-05-18,Sabtu,5,2024,5,1,0,70,2141000
2024-05-19,Minggu,5,2024,1,1,0,80,190000
2024-05-19,Minggu,5,2024,2,1,0,82,710000
2024-05-19,Minggu,5,2024,3,1,0,66,204000
2024-05-19,Minggu,5,2024,4,1,0,122,842000
2024-05-19,Minggu,5,2024,5,1,0,70,173000
2024-05-20,Senin,5,2024,1,0,0,80,1185000
2024-05-20,Senin,5,2024,2,0,0,82,1933000
2024-05-20,Senin,5,2024,3,0,0,66,2094000
2024-05-20,Senin,5,2024,4,0,0,122,1871000
2024-05-20,Senin,5,2024,5,0,0,70,2140000
2024-05-21,Selasa,5,2024,1,0,0,80,1199000
2024-05-21,Selasa,5,2024,2,0,0,82,1925000
2024-05-21,Selasa,5,2024,3,0,0,66,2094000
2024-05-21,Selasa,5,2024,4,0,0,122,1871000
2024-05-21,Selasa,5,2024,5,0,0,70,2139000
2024-05-22,Rabu,5,2024,1,0,0,80,1100000
2024-05-22,Rabu,5,2024,2,0,0,82,1971000
2024-05-22,Rabu,5,2024,3,0,0,66,2096000
2024-05-22,Rabu,5,2024,4,0,0,122,1800000
2024-05-22,Rabu,5,2024,5,0,0,70,2171000
2024-05-23,Kamis,5,2024,1,0,0,80,470000
2024-05-23,Kamis,5,2024,2,0,0,82,1306000
2024-05-23,Kamis,5,2024,3,0,0,66,1776000
2024-05-23,Kamis,5,2024,4,0,0,122,1070000
2024-05-23,Kamis,5,2024,5,0,0,70,876000
2024-05-24,Jumat,5,2024,1,0,0,80,880000
2024-05-24,Jumat,5,2024,2,0,0,82,1909000
2024-05-24,Jumat,5,2024,3,0,0,66,2057000
2024-05-24,Jumat,5,2024,4,0,0,122,1264000
2024-05-24,Jumat,5,2024,5,0,0,70,2139000
2024-05-25,Sabtu,5,2024,1,1,0,80,770000
2024-05-25,Sabtu,5,2024,2,1,0,82,1903000
2024-05-25,Sabtu,5,2024,3,1,0,66,2110000
2024-05-25,Sabtu,5,2024,4,1,0,122,1429000
2024-05-25,Sabtu,5,2024,5,1,0,70,2120000
2024-05-26,Minggu,5,2024,1,1,0,80,200000
2024-05-26,Minggu,5,2024,2,1,0,82,760000
2024-05-26,Minggu,5,2024,3,1,0,66,224000
2024-05-26,Minggu,5,2024,4,1,0,122,874000
2024-05-26,Minggu,5,2024,5,1,0,70,183000
2024-05-27,Senen,5,2024,1,0,0,80,1219000
2024-05-27,Senen,5,2024,2,0,0,82,1960000
2024-05-27,Senen,5,2024,3,0,0,66,2017000
2024-05-27,Senen,5,2024,4,0,0,122,1814000
2024-05-27,Senen,5,2024,5,0,0,70,2174000
2024-05-28,Selasa,5,2024,1,0,0,80,1201000
2024-05-28,Selasa,5,2024,2,0,0,82,1926000
2024-05-28,Selasa,5,2024,3,0,0,66,2067000
2024-05-28,Selasa,5,2024,4,0,0,122,1880000
2024-05-28,Selasa,5,2024,5,0,0,70,2142000
2024-05-29,Rabu,5,2024,1,0,0,80,1190000
2024-05-29,Rabu,5,2024,2,0,0,82,1937000
2024-05-29,Rabu,5,2024,3,0,0,66,2012000
2024-05-29,Rabu,5,2024,4,0,0,122,1879000
2024-05-29,Rabu,5,2024,5,0,0,70,2147000
2024-05-30,Kamis,5,2024,1,0,0,80,1192000
2024-05-30,Kamis,5,2024,2,0,0,82,1924000
2024-05-30,Kamis,5,2024,3,0,0,66,2084000
2024-05-30,Kamis,5,2024,4,0,0,122,1872000
2024-05-30,Kamis,5,2024,5,0,0,70,2134000
2024-05-31,Jumat,5,2024,1,0,0,80,1166000
